Sigla	Disciplina	TPI	Recomendação	Ementa	Bibliografia Básica	Bibliografia Complementar
ESZE009-13	Sistemas de Potência II	2-2-4	Sistemas de Potência I	Faltas simétricas; Componentes simétricas e redes de seqüência; Faltas assimétricas; Operação econômica de sistemas de potência; Estabilidade de sistemas de potência.	"STEVENSON JUNIOR, W.D.; Elementos de Análise de Sistemas Elétricos de Potência; 2ª edição; McGraw-Hill; 1986. 
GÓMEZ-EXPÓSITO; Sistemas de Energia Elétrica-Análise e Operação; editora LTC; 1ª Edição; 2011. 
ZANETTA JUNIOR, L.C.; Fundamentos de Sistemas Elétricos de Potência; Livraria da Física; 2005."	"MONTICELLI, Alcir; GARCIA, Ariovaldo; Introdução a Sistemas de Energia Elétrica; Editora Unicamp; 2003.
KUNDUR, P., Power Systems Stability and Control, MacGraw-Hill, USA, 1994.
DUNCAN, J. Sarma, M. S., Sistemas de Potencia: Analisis y Diseño, 3ª ed., Thompson, México, 2004. 
GROSS, C. A., Power Systems Analysis, John Wiley & Sons, 2nd ed., EUA, 1986.
MONTICELLI, A., Fluxo de Carga em Redes de Energia Elétrica, Edgard Blucher, 1983."
ESTS017-13	Sistemas de Propulsão I	3-1-5	Mecânica dos Fluidos Avançada; Máquinas de Fluxo	Componentes de um motor a jato; Tipos de motores a propulsão a jato; Ciclo térmico de Brayton; Análise dos parâmetros do motor a jato ideal; Performance dos componentes de um motor a propulsão jato: entrada de ar, compressor, câmara de combustão, turbina e tubeira; Análise dos parâmetros do motor a jato real.	"HILL, PHILIP, AND PETERSON, CARL, Mechanics and thermodynamics of Propulsion. Prentice Hall, 2th edition, 1991.
MATTINGLY, JACK D. Elements of Gas Turbine Propulsion. McGraw-Hill, 1th edition, 1996.
SAEED FAROKHI. Aircraft Propulsion. Jonh Wiley, 1th edition, 2008."	"CUMPSTY, N.A., Compressor Aerodynamics. Krieger Publishing Company, 2th edition, 2004.
HEYWOOD, JOHN, Internal Combustion Engine Fundamentals. McGraw-Hill, 1th edition, 1988.
MATTINGLY, JACK D. Elements of Propulsion: Gas Turbine and Rockets. AIAA, 2006.
OATES, GORDON C., Aircraft Propulsion Systems Technology and Design, AIAA, 1989.
SARAVANAMUTTOO, HERB, AND ROGERS, GORDON, HENRY CHEN. Gas turbine Theory. Prentice Hall, 5th edition, 2001."
ESZS021-13	Sistemas de Propulsão II	3-1-5	Sistemas de Propulsão I	Classificação dos sistemas propulsivos: propelente sólido e líquido; Relações termodinâmicas e teoria de tubeiras; Performance de voo; Combustão de propelente líquido; Fundamentos de motor foguete a propelente líquido; Tipos de propelentes líquidos, câmara de empuxo; Sistema de alimentação dos propelentes; Fundamentos de motor foguete a propelente sólido; Tipos de propelente sólido, combustão em propelente sólido; Fundamentos de controle de empuxo; Seleção de sistemas de propulsão a motor foguete.	"HILL, P.; PERTERSON C. Mechanics and Thermodynamics of Propulsion. 2. ed. New Jersey: Prentice Hall, 1991
SUTTON, G. P.; BIBLARZ, O. Rocket Propulsion Elements. 7. ed. New York: John-Wiley Interscience, 2000.
TURNER, M. J. L. Rocket and Spacecraft Propulsion: Principles, Practice and New Developments. 3. ed., Berlin: Springer, 2008."	"HUZEL, K.; HUANG, D. H. Modern Engineering for Design of Liquid¿Propellant Rocket Engines. Washington: AIAA, 1992. (Progress in Astronautics and Aeronautics).
KHOURY, G. A.; GILLETT, J. D. Airship technology - Cambridge Aerospace Series 10, Cambridge: Cambridge University Press, 2004.
SUTTON, P. G. History of Liquid Propellant Rocket Engines. AIAA, 2005.
TAYLOR, T. S. Introduction to Rocket Science and Engineering. CRC Press, 1th edition, 2009.
TREAGER, I. Aircraft Gas Turbine Engine Technology. 3. ed. Hoffman Estates, IL:  Career Education, 1995."
ESTU018-13	Sistemas de Tratamento de Águas e Efluentes	2-2-4	Microbiologia Ambiental; Hidráulica	ETA¿s, ETE¿s. Classificação das águas, Legislação Estadual e Federal, Concepção de estações de tratamento de águas para abastecimento publico. Etapas do tratamento de água: coagulação, floculação, sedimentação, filtração, desinfecção, fluoretação e correção de pH. Tratamento, reuso e disposição final de lodos de estações de tratamento de água. Sistemas de tratamento físico-químico. Sistemas de tratamento biológico: aeróbio, anaeróbio, com crescimento em suspensão e aderido as superfícies. Reuso de águas. Tratamento, reuso e disposição final de lodos de estações de tratamento de esgotos.	"BRASIL. Fundação Nacional de Saúde. Manual prático de análise de água. 1ª ed. - Brasília: Fundação Nacional de Saúde, 2004. 146 p.
DI BERNARDO, L.; SABOGAL-PAZ, L. P. Seleção de Tecnologias de Tratamento de Água. 1ª. ed. São Carlos: Cubo, 2009.
JORDAO, E. P.; PESSOA, C. A. Tratamento de Esgoto Doméstico. 4ª. ed. Rio de Janeiro: ABES, 2005.
PIVELLI, R.P. & KATO, M.T. Qualidade das águas e poluição: aspectos físico-químicos. São Paulo: ABES, 2006. 285p.
RICHTER, C. Água: métodos e tecnologias de tratamento. Editora Blucher. 352p. 2009.
VON SPERLING, M. Introdução à qualidade das águas e ao tratamento de esgotos. Belo Horizonte: ABS/UFMG, 3a ed., 2005. 452p."	"AZEVEDO NETO, J.M; ARAUJO, R.; FERNANDEZ, M.F. Manual de hidráulica. 8ª ed. São Paulo: Edgard Blucher, 1998. 669p.
DI BERNARDO, Luiz (Coord.). Tratamento de água para abastecimento por filtração direta. Rio de janeiro: ABES/RIMA, 2003. 498 p. (Projeto PROSAB).
DI BERNARDO, Luiz; BRANDAO, Cristina Célia S.; HELLER, Leo. Tratamento de água de abastecimento por filtração em múltiplas etapas. São Carlos: EESC-USP, 1999. 121 p. (Projeto PROSAB).
EATON, A.D; FRANSON, M.A.H. Standard methods for the examination of water & wastewater. 21ª ed. Washington, D.C: American Public Health Association, 2005.
KELLNER, E. & PIRES, E.C. Lagoas de Estabilização: Projeto e Operação. ABES, 1ª ed., 1998.
MANCUSO, Pedro Caetano Sanches; SANTOS, Hilton Felício dos (ed.). Reuso de água. Barueri: Manole, 2003. 576 p.
METCALF & EDDY. Wastewater Engineering: Treatment and Reuse. 4 ed. New York: McGraw Hill, 2003.
NBR12216. Projeto de estação de tratamento de água para abastecimento público. ABNT. 18p. 1992.
PORTO, R.M. Hidráulica Básica. São Carlos: Escola de Engenharia de São Carlos - EESC/USP, Projeto REENGE, 1999. 519p.
SPELLMAN, F.R. Handbook of Water and Wastewater Treatment Plant Operations. CRC Press. 2nd ed. 2009."
MCTA024-13	Sistemas Digitais	2-2-4	Circuitos Digitais	Sistemas digitais. Introdução à Linguagem VHDL. Descrição, Modelagem e Simulação de Circuitos Digitais. Projeto Estruturado e Implementação de Circuitos Digitais. Exemplos comerciais e estudo de casos para os tópicos abordados	"Mano, M. M.; Kime, C. R. – Logic and Computer Design Fundamentals. Pearson Prentice- Hall, fourth edition, 2008
Tocci, J. Ronald; Widmer, Neal S. – Sistemas Digitais: Princípios e Aplicações. Pearson Prentice-Hall, 10ª edição, 2007
VAHID, F. – Sistemas Digitais: projeto, otimização e HDLs. Artmed Bookman, 2008"	"Idoeta I., Capuano F. – Elementos de Eletrônica Digital. Editora Érica Ltda, 2006.
Ercegovac, M.; Lang, T. e Moreno, J. – Introdução aos Sistemas Digitais. Artmed Bookman,2005.
Bignell, J.W., Donovan, R.L. – Eletrônica Digital. Cengage Learning, 2009.
Katz, R. H. – Contemporary Logic Design. Addison Wesley Publishing Company, 1993.
Ashenden, P. J. – The Designer´s Guide to VHDL. Morgan Kaufmann Publisher, 2ª ed., 2002."
MCTA025-13	Sistemas Distribuídos	3-1-4	Redes de Computadores	Introdução e caracterização de sistemas distribuídos. Evolução histórica. Modelos arquiteturais, objetivos, aplicações e tendências modernas. Comunicação e sincronização em Sistemas distribuídos. Servidores remotos. Servidor de arquivos, diretórios, impressora, nomes, correio eletrônico, etc. Sistema de Arquivos: organização, segurança, confiabilidade e desempenho. Estudos de Casos.	"TANEMBAUM, A. S., Sistemas Distribuídos - Princípios e Paradigmas. Prentice-Hall, 2007.
COULOURIS, George F; DOLLIMORE, Jean; KINDBERG, Tim. Distributed systems: concepts and design. 4th ed. Harlow, England: Addison-Wesley, 2005.
DEITEL, H. Java – Como programar. Prentice-Hall, 2006"	"TANENBAUM, Andrew S. Sistema operacionais modernos. 3 ed. São Paulo: Pearson Prentice
Hall, 2009. 2. BEN-ARI, Mordechai. Principles of concurrent and distributed programming. 2ª. ed. Harlow, UK: Addison-Wesley, c2006. 361 p. ISBN 9780321312839.
GRAMA, Ananth. Introduction to parallel computing. 2ª. ed. Harlow, UK: Addison- Wesley, 2003., 636 p. ISBN 9780201648652.
PACHECO, Peter S. Parallel programming with MPI. San Francisco, California: Morgan Kaufmann Publishers, c1997. 418 p. ISBN 9781558603394.
GHOSH, Sukumar. Distributed systems: an algorithmic approach. Boca Raton: CRC Press, 2007. 402 p. (Computer and information science series; n. 30). ISBN 9781584885641."
ESTG020-13	Sistemas e Processos de Produção	2-2-4	Introdução aos Processos de Fabricação Metal ¿ Mecânico	Estudo, aplicação projeto e dimensionamento de sistemas de produção: contínuos, discretos e de operações; diferenças entre os diversos processos de produção utilizados nas indústrias. Classificação dos equipamentos de produção industrial. Estudo do processos e variáveis de processo. Fluxogramas e diagramas de processos: PD e P&ID. Balanço material: fundamentos, equacionamento, estudo dos sistemas monofásicos e sistemas multifásicos. Balanços de energia: fundamentos, equacionamento, estudo dos processos não-reativos e processos reativos. Balanços em processos transientes: fundamentos e equacionamento. Fundamentos e equacionamento de produção em sistemas discretos. Estudo de casos. Processo de produção enxuta.	"ANTUNES, J. ET AL; Sistemas de produção: conceitos e prática para projetos e gestão. São Paulo: Bookmann, 2008.
CAIXITO, F.; Produção: Fundamentos e processos. São Paulo: Iesde, 2008.
PERLINGEIRO, C. A. G.; Engenharia de processos. São Paulo: Edgard Blucher, 2005."	"LUQMAN, M.; Production Processes. London: CBS Publisher, 2010.
KRAJEWSKI, L.; RITZMAN, L.; MALHOTRA, M.; Administração de produção e operações. São Paulo: Prentice Hall, 2006.
TAYLOR, D.; HINES, P.; Guia para implementação da manufatura enxuta. São Paulo: Imam, 2000.
FELDER, R. M.; Princípios Elementares dos Processos Químicos. Rio de Janeiro: LTC, 2006.
WEMMBERLOV, U.; Planejamento e controle da produção para sistemas. São Paulo: Imam, 2008."
ESZE024-13	Sistemas Fluidomecânicos	4-0-4	Mecânica dos Fluidos II	Princípios de Máquinas de Fluxo: Noções Gerais, Classificação, Aplicações, Elementos Mecânicos e Cinemáticos, Planos, Diagrama de Velocidades e Grandezas de funcionamento. Bombas Centrífugas: Tipos e classificação, Funcionamento e Equações Fundamentais.Sistemas de Bombeamento: Componentes, Dimensionamento e Associação. Ventiladores e Sopradores: Classificação e Princípios básicos de Funcionamento, Sistemas de Ventilação: Componentes e Dimensionamento. Turbinas Hidráulicas: Classificação, Princípios Básicos de Funcionamento e Equações Fundamentais. Turbinas Eólicas: Princípios Básicos de Funcionamento e Aplicações. Bombas de Deslocamento Positivo: Definição, Classificação e Princípios Básicos de Funcionamento. Escolha de Máquinas de Fluxo Através das Curvas Características, Análise de curvas características, Seleção e Regulagem e Agrupamento de Máquinas de fluxo.	"MACINTYRE, A. J.; Bombas e Instalações de Bombeamento, LTC, 2ª Ed., 1997.
LOBANOFF, V. S.; ROSS, R. R.;Centrifugal Pumps: Design & Application, Ed.Gulf Publishing, 2a Ed., 1992.
LONG DAUGHERTY, R.; Hydraulic Turbines: With a Chapter on Centrifugal, EditoraNabu Press, 2010.
MACINTYRE, A. J.; Máquina Motrizes de Fluxo,EditoraGuanabara Dois,1980.
JARDIM, S.B.; Sistemas de Bombeamento, Ed. Sagra-DC-Luzzato, 1992.
SILVA, N. F.; Bombas Alternativas Industriais, Editora Interciencia, 1ª Ed. 2007.
AICHE, Positive Displacement Pumps: A Guide to Performance Evaluation, John Wiley, 2007."	"PFLEIDERER, C.; PETERMANN, H.; Máquinas de Fluxo, LTC, 1979.
MACINTYRE, A. J.; Máquinas Motrizes Hidráulicas, Editora Guanabara Dois, 1983.
PFLEIDERER, C.; Bombas Centrífugas e Turbo compressores, Editorial Labor S.A., 1983.
NELIK, L.; Centrifugal and Rotary Pumps: Fundamentals with Applications, Ed. CRC Press, 1aEd., 1999.
MACINTYRE, A. J.; Equipamentos Industriais e de Processo, LTC, 2ª Ed., 1997.
STEPANOFF, A. J.; Centrifugal and Axial Flow Pumps, John Wiley and Sons,1958.
BRAN, R. E; SOUZA, Z.; Máquinas de Fluxo,LTC, 1984.
SAYERS, A.T.; Hydraulic and Compressible Turbomachines, McGraw Hill,1992.
SOUZA, Z.; Dimensionamento de Máquinas de Fluxo: Turbinas, Bombas e Ventiladores, Editora Edgard Blucher Ltda, 1991.
SANTOS, S. L.; Bombas e Instalações Hidráulicas, Editora LCTE, 1ª Ed., 2007.
MATTOS, E. E.; Bombas Industriais, Editora Interciencia, 2ª Ed., 1998.
LIMA, E. P. C.; Mecânica das Bombas, Editora Interciencia, 1ª Ed., 2003.
IMECHE - Institution of Mechanical Engineers, Centrifugal Pumps: The State of The Art and New Opportunities, John Wiley, 2005.
GIRDHAR, P.; MONIZ, O.; PracticalCentrifugalPump, Editora NEWNES, 1a Ed., 2004.
ALIMUDDIN, Z.; Basic Fluid Mechanics and Hydraulic Machines, Editora CRC Press, 2008."
ESZE107-15	Sistemas Fotovoltaicos Isolados	4-0-4	Engenharia Solar Fotovoltaica; Instalações Elétricas I	Sistemas domiciliares. Eletrificação rural. Bombeamento de água para consumo humano. Sistemas de irrigação. Refrigeração e produção de gelo. Dessalinização de água salobra. Sinalização. Iluminação pública. Telecomunicações. Monitoramento remoto. Proteção catódica. Cercas elétricas. Energização de automóveis e embarcações. Produção de hidrogênio para células a combustível. Aplicações espaciais. Modelamento e dimensionamento de sistemas fotovoltaicos isolados. Instalação, comissionamento, operação e manutenção de SFCR. Exemplos de sistemas fotovoltaicos isolados instalados no Brasil e no mundo.	"PINHO, J.T., (Org.); GALDINO, M. A. , (Org.). Manual de engenharia para sistemas fotovoltaicos. Rio de Janeiro: CRESESB, 2014.
MESSENGER, R. A.; VENTRE, J. Photovoltaic Systems Engineering. 3.ed. Boca Raton: CRC Press, 2003.
VILLALVA, M. G. ; GAZOLI, J. R. Energia Solar Fotovoltaica: conceitos e aplicações. São Paulo: Editora Érica Ltda., 1ª edição, 2012."	"LORENZO, Eduardo. Electricidad Solar: ingeniería de los sistemas fotovoltaicos. Espanha: Instituto de Energía Solar – Universidad Politécnica de Madrid, Editorial PROGENSA, 1ª edição, 1994.
LUQUE, A.; HEGEDUS, S. Handbook of Photovoltaic Science and Engineering. Inglaterra: Editora John Wiley & Sons Ltda., 1ª edição, 2003.
MARKVART, T. (Org.); CASTAÑER, L. (Org.). Practical handbook of photovoltaics: fundamentals and applications. Amsterdam: Elsevier, 2006.
PEREIRA, Enio Bueno et al. Atlas Brasileiro de Energia Solar. São José dos Campos: INPE, 1ª edição, 2006, 60 p. (com CD adicional).
CHIGUERU TIBA (Coordenador). Atlas Solarimétrico do Brasil: Banco de Dados Terrestres. Recife: UFPE, Grupo FAE, CHESF, MME, ELETROBRAS, CRESESB, 2000, 111p. (com CD adicional)."
ESZI014-13	Sistemas Inteligentes	3-1-4	Não há	Introdução às Redes Neurais Artificiais, Processo de Aprendizagem, Perceptrons de Uma Camada, Perceptrons de Múltiplas Camadas, Redes de Função de Base Radial, Máquinas de Vetor de Suporte, Análise de Componentes Principais, Mapas Auto¿organizáveis, Algoritmos Genéticos.	"BRAGA, Antônio de Pádua; CARVALHO, André Ponce de Leon F de; LUDERMIR, Teresa Bernarda. Redes neurais artificiais: teoria e aplicações. 2 ed.. Rio de Janeiro: LTC, 2007. 225 p.
HAYKIN, Simon. Redes neurais: princípios e prática. 2 ed. Porto Alegre: Bookman, 2001. 900 p.
HU, Yu Hen.; HWANG, Jenq-Neng.. Handbook of neural network signal processing. Boca Raton: CRC Press, 2002."	"BACK, Thomas ; FOGEL, David B ; MICHALEWICZ, Zbigniew (eds). Evolutionary computation 1: basic algorithms and operators. New York, EUA: Taylor e Francis, 2000. v. 1. 339 p.
FAUSETT, Laurene. Fundamentals of neural networks: architectures, algorithms, and applications. Englewood Cliffs, N.J: Prentice-Hall, 1994. 461 p.
GOLDBERG, David E. Genetic Algorithms: in Search, Optimization, and Machine Learning. Boston: Addison Wesley, 1989. 412 p.
HAYKIN, Simon S. Neural networks and learning machines. 3rd ed. New York: Pearson, 2009. 906 p.
SIVANANDAM, S N; DEEPA, S N. Introduction to genetic algorithms. Berlim: Springer, 2008. 442 p."
ESTI013-13	Sistemas Microprocessados	2-2-4	Eletrônica Digital; Dispositivos Eletrônicos	Organização de Computadores: Processador, Memória, Dispositivos de Entrada e Saída; Memórias A Semicondutor; Arquitetura e operação de Microprocessadores: Unidade de Controle, Registradores, Conjunto de Instruções, Unidade Lógico¿Aritmética, Ciclo de Instrução; Modos de Endereçamento; Barramento; Diagramas de Tempo da CPU; Interrupções e Tratamento de Interrupções; Acesso Direito À Memória (DMA); Protocolos de Comunicação e Interfaceamento; Programação em Assembly; Introdução À Programação de Microcontroladores em C; Aplicações Usando Microcontroladores.	"GIMENEZ, Salvador P.. microcontroladores 8051: teoria do hardware e do software. São Paulo: Pearson Prentice Hall, 2002. 253 p.
NICOLOSI, Deny Emilio Campion. Microcontrolador 8051 detalhado. 8 ed. São Paulo: Érica, 2007. 197 p.
TAUB, H. Circuitos Digitais e Microprocessadores. Makron Books, 1984."	"PEREIRA, Fábio. Microcontroladores PIC:: técnicas avançadas. 6 ed. São Paulo: Érica, 2007. 366 p.
SOUZA, Daniel Rodrigues de. Microcontroladores ARM7 (Philips, familía LPC213X): o poder dps 32 bits: teoria e prática. São Paulo: Érica, 2006. 278 p.
SOUZA, David José de. Desbravando o PIC: ampliado e atualizado para PIC 16F628A. 12 ed. São Paulo: Editora Érica, 2008. 261 p.
SOUZA, D. J.; LAVINIA, N. C. Conectando o PIC ¿ Recursos Avançados. Érica, 2003.
ZANCO, Wagner da Silva. Microcontroladores PIC:: técnicas de software e hardware para projetos de circuitos eletrônicos com base no PIC16F877A. 2 ed. São Paulo: Érica, 2008. 390 p."
MCZA028-13	Sistemas Multiagentes	3-1-4	Processamento da Informação; Programação Orientada a Objetos	Introdução. Nível micro: agentes. Nível macro: Sistemas Multiagentes. Metodologia de desenvolvimento de SMAs. Ambientes de desenvolvimento.	"RUSSEL, S.; NORVIG, P. Artificial Intelligence: A Modern Approach, 2nd. Ed., Prentice Hall, 2003.
WEISS, G. Multiagent Systems: A Modern Approach to Distributed Artificial Intelligence. MIT Press, 1999.
WOOLDRIDGE, M. An Introduction to Multiagent Systems, John Wiley & Sons, 2009."	"BITTENCOURT, G. Inteligfncia Artificial Ferramentas e Teorias. UFSC. 3a. Ed., 2006.
REZENDE, S. O. Sistemas Inteligentes: Fundamentos e Aplicações. 1a Ed., Manole, 2003.
MURPHY, R. R. Introduction to AI Robotics. MIT Press, 2000.
DAUTENHAHN, K.; BOND, A. H.; CANAMERO, L.; EDMONDS, B. Socially Intelligent Agents: Creating Relationships with Computer and Robots (Multiagent Systems, Artificial Societies, and Simulated Organizations). Springer, 2002.
BREAZEAL, C. Designing Sociable Robots (Intelligent Robotics and Autonomous Agents Series). A Bradford Book, 2004."
MCZA029-13	Sistemas Multimídia	2-2-4	Computação Gráfica	Tecnologias e aplicações multimídia. Hardware e software para multimídia. Representação e Processamento de Áudio - Música e Voz, Imagem e Vídeo. Multimídia na Internet. Ergonomia de interfaces multimídia. Ferramentas de desenvolvimento. Gerência de produto multimídia. Direções do futuro - Tendências.	"Vaughan, T., Multimedia Making it Work, McGraw-Hill, 2001.
Agnew, P. W., Kellerman, A. S. Distributed Multimedia: Technologies, Applications, and Opportunities in the Digital Information Industry. A Guide for Users and Providers, Addison Wesley, 1996.
England, E., Finney, A., Finney, A. Managing Multimedia, Addison Wesley, 1996."	"Velho, L. Computação Gráfica e Processamento de Imagens, McGrawHill, 1996.
Paula Filho, W. de P., Multimídia: Conceitos e Aplicações, LTC Editora, 2000. Buford, J. F. K., Multimedia Systems, Addison- Wesley, 1994.
Vaughan, T., Multimídia na Prática, Makron Books, 1994.
Stolfi, G., Compressão de Imagens, JPEG, PEE647 – Princípios de Televisão Digital, 2002.
Roesler, V., Perspectivas em Transmissão Multimídia e TV Digital, Instituto de Informática, Universidade Federal do Rio Grande do Sul (UFRGS), 2007."
MCZA047-14	Sistemas Multi-Robôs Sociais	2-2-4	Inteligência Artificial; Sistemas Multi-Agentes	Conceitos básicos de Robótica Móvel e Social. Conceitos principais de Sistemas Complexos. Fundamentos de Sistemas Multi-Agente (SMA) reativos e cognitivos. SMAs como Sistemas Complexos. SMAs reativos e inteligência Swarm utilizando Robôs Móveis. SMAs cognitivos utilizando plataformas robóticas. Técnicas de implementação de sistemas multi-robôs sociais.	"ROMERO, R. A. F.; PRESTES, E.; OSÓRIO, F.; WOLF, D. Robótica Móvel. LTC, 1a Ed., Rio de Janeiro, 2014.
BREAZEAL, C. Designing Sociable Robots (Intelligent Robotics and Autonomous Agents Series). A Bradford Book, 2004.
WOOLDRIDGE, M. An Introduction to Multiagent Systems, John Wiley & Sons, 2009."	"MCROBERTS, M. Arduino Básico, Novatec, 1a Ed., 2011.
MONK, S. Programação com Arduino: Começando com Sketches. 1a Ed., Bookman, 2013.
REZENDE, S. O. Sistemas Inteligentes: Fundamentos e Aplicações, Manole, 2005.
HAYKIN, S. Redes Neurais: Princípios e Prática. Addison-Wesley, 2a Ed., 2001.
DAUTENHAHN, K.; BOND, A. H.; CANAMERO, L.; EDMONDS, B. Socially Intelligent Agents: Creating Relationships with Computer and Robots (Multiagent Systems, Artificial Societies, and Simulated Organizations). Springer, 2002."
MCTA026-13	Sistemas Operacionais	3-1-4	Arquitetura de Computadores	Conceituação; Evolução Histórica; Estruturação de Sistemas Operacionais; A Função do Gerenciamento; Gerenciamento de Processos, Memória, Serviços, Dispositivos, Dados: Desempenho e Arquivos; Características de um Sistema Operacional; Tópicos de Sistemas Operacionais.	"Silberschatz, A., Galvin, P. B. Gagne, G. Sistemas Operacionais com Java. 7º , edição. Editora, Campus, 2008
Tanenbaum, A. Sistemas Operacionais Modernos. 2 Ed. São Paulo: Prentice Hall, 2003.
Tanenbaum, A. S. Operating Systems: Design And Implementation P. Hall 1987"	"Flynn, I. M.; Mchoes, A. M. Introdução Aos Sistemas Operacionais. São Paulo: Thomson, 2002.
Shay, William A. Sistemas Operacionais. São Paulo: Makron Books Do Brasil, 1996.758p.
Machado, F. B.; Maia, L. P., Arquitetura De Sistemas Operacionais, 3 Ed. Rio De Janeiro: Ltc, 2003.
Oliveira, R. S., Carissimi, A. S., Toscani, S. S. Toscani, Sistemas Operacionais. Porto Alegre: Inst. De Informática Da Urgs: Sagra Luzzato, 2004.
Stallings, W. Operating Systems - Internals & Design Principles. 6th ed. Prentice Hall, 2009."
ESTE014-13	Sistemas Térmicos	2-2-4	Termodinâmica Aplicada II	Revisão: Primeira e Segunda Leis da Termodinâmica, Mistura de Gases e Psicrometria, Reações Químicas (Combustão); Exergia; Ciclos Termodinâmicos de Potência: Rankine, Brayton, Otto e Diesel; Ciclos Termodinâmicos de Refrigeração: Compressão de Vapor e Absorção; Cogeração; Modelagem de Sistemas Térmicos, Análise Exergética em Sistemas Térmicos; Apresentação de Trabalho Final.	"ÇENGEL, Y. A.; BOLES, M. A. Termodinâmica. 5ª ed. São Paulo. Mcgraw Hill, 2006. 848 p. 
KEHLHOFER, R., BACHMANN, R., NIELSEN, H. e WARNER, J., 1999,¿Combined Cycle Gas &
Steam Turbine Power Plant¿, PennWell Publhishing Company, Tulsa, Oklahoma, USA, 2ºEd, 297p.
MORAN, H. N.; SHAPIRO, B. R.; MUNSON, D. P. DE WITT, I. Introdução à Engenharia de Sistemas Térmicos: Termodinâmica, Mecânica dos Fluidos e Transferência de Calor. Ed. LTC, Rio de Janeiro, 2005."	"HEYWOOD, J. B.; Internal Combustion Engine Fundamentals. MacGraw-Hill International Editions ¿ Automotive Technology Series, 1988.
DINÇER, Ibrahim.; Refrigeration systems and applications. John Wiley &Sons  Inc.2003.
BOYCE, M.P.; Handbook of Cogeneration and Combined Cycle Power Plants. ASME Press, 2002.
STOECKER, W. F., Design of Thermal Systems. 3. ed. New York: McGraw Hill, 1989.
GARCIA, C., Modelagem e Simulação de Processos Industriais e de Sistemas Eletromecânicos. São Paulo: EDUSP, 2005."
NHT1048-15	Sistemática e Biogeografia	2-2-4	Evolução e Diversificação da Vida na Terra	Histórico da biologia comparada; classificações evolutivas: Darwin, Wallace, Haeckel; taxonomia evolutiva; Hennig e a sistemática filogenética; sistemática molecular vs morfológica; histórico da biogeografia; dispersalismo; deriva continental; Croizat e vicariância; biogeografia cladística e panbiogeografia	"AMORIN, Dalton de Souza. Fundamentos de sistemática filogenética. Ribeirão Preto: Holos, 2002. 154 p.
BROWN, James H; LOMOLINO, Mark V. Biogeografia. 2 ed. Ribeirão Preto: FUNPEC, 2006. 691 p.
COX, C. Barry; MOORE, Peter D. Biogeografia: uma abordagem ecológica e evolucionária. 7 ed. Rio de Janeiro: LTC, 2009. 398 p."	"CARVALHO, Claudio J. B. de (org); ALMEIDA, Eduardo A. B. Biogeografia da América do Sul: padrões e processos. São Paulo: Roca, 2010. 306 p.
CRISCI, Jorge Victor; KATINAS, Liliana; POSADAS, Paula. Historical biogeography: an introduction. Cambridge, MA: Harvard University Press, 2003. x, 250 p. Includes bibliographical references (p. 210-239).
FUTUYMA, Douglas J. Biologia evolutiva. 2 ed. Ribeirão Preto: FUNPEC-RP, 2002. 631 p.
LOMOLINO, Mark V; SAX, Dov F; BROWN, James H (Eds.). Foundations of biogeography: classic papers with commentaries. Chicago: University of Chicago Press, 2004. 1291 p.
MAYR, Ernst. The Growth of Biological Trought: diversity, evolution,and inheritance. Cambridge: The Belknap Press of Harvard University, 1982. ix, 974 p. includes notes, references, glossary, and index (p. [859] - 974).
MORRONE, Juan J. Evolutionary biogeography: an integrative approach with case studies. New York: Columbia University Press, c2009. xvi, 301 p."
ESHR018-13	Sociedade Civil Organizada Global	4-0-4	Não há	Identificação da organização da sociedade civil organizada. História do movimento sindical internacional. Movimentos internacionais de paz. Fórum Social Mundial. Opinião pública internacional. Participação social nas instâncias da ONU. Participação social nos Bancos Multilaterais (Banco Mundial, BID). Política externa brasileira e as organizações sociais globais. Participação da sociedade civil brasileira na política externa brasileira. Soberania e participação.	"Eschle, Catherine. Global Democracy, Social Movements and Feminism. Boulder: Westview Press, 2001. ISBN: 978-0-813391496
KECK, Margaret E. ; SIKKINK, Kathryn. Activists beyond borders: advocacy networks in International Policy. New York: Cornell University, 1998. ISBN: 0-8014-3444-0
MCKEON, Nora. The United Nations and civil society: legitimating global governance- whose voice? London/ New York: Zed Books, 2009. ISBN: 978-1-84813-274-0"	"FLORINI, Ann M. The Third Force: the rise of transnational civil society. Carnegie Endowment for International Peace, 2000. ISBN: 978-0-870031793
HARROD, Jeffrey; O´BRIEN, Robert (Ed). Global Unions? Theory and strategies of organized labor in the global political economy. London; New York: Routledge, 2002. ISBN: 0-415-27008-1
KALDOR, Mary. Global Civil Society: an answer to war. Cambridge: Polity Press, 2003. ISBN: 0745627579
OLIVEIRA, Miguel Darcy. Cidadania e Globalização: a política externa brasileira e as ONG´s. Brasília: Instituto Rio Branco; Fundação Alexandre Gusmão; Centro de Estudos Estratégicos, 1999.
TAVARES, Ricardo Neiva. As organizações não-governamentais nas Nações Unidas. Brasília: Instituto Rio Branco; Fundação Alexandre Gusmão; Centro de Estudos Estratégicos, 1999.
WHITAKER, Francisco. O Desafio do Fórum Social Mundial: um modo de Ver. São Paulo: Fundação Perceu Abramo, 2005. ISBN: 8515027410"
