SIGLA	DISCIPLINA	TPI	RECOMENDAÇÃO	EMENTA	BIBLIOGRAFIA BÁSICA	BIBLIOGRAFIA COMPLEMENTAR
MCTB002-13	Álgebra Linear Avançada I	4-0-4	Álgebra Linear; Matemática Discreta	Corpos. Espaço Vetorial sobre um corpo. Base e dimensão. Espaços Quocientes. Funcionais Lineares. Espaços Duais. Complexificação. Transformações Lineares. Espaços Invariantes. Polinômios (Anéis de Polinômios). Forma de Jordan Complexa e Real. Forma Canônica Racional.	"COELHO, F. U.; LOURENÇO, M. L. Um curso de Álgebra Linear. 2. ed. São Paulo: Edusp, 2005.
HOFFMAN, K.; KUNZE, R. A. Linear Algebra. 2nd ed. Upper Saddle River: Prentice Hall, 1971.
KOSTRIKIN, A. I.; MANIN, Y. I. Linear algebra and geometry. New York: Gordon and Breach, 1989."	"APOSTOL, T. M. Cálculo II: cálculo com funções de várias variáveis e álgebra linear, com aplicações às equações diferenciais e às probabilidades. Waltham: Reverté, 1996.
GOLAN, J. S. The Linear Algebra a Beginning Graduate Student Ought to Know. 3rd ed. Dordrecht: Springer-Verlag, 2012.
HALMOS, P. R. Finite Dimensional Vector Spaces. Princeton: Princeton University Press, 1948.
ROMAN, S. Advanced Linear Algebra. 3rd ed. New York: Springer-Verlag, 2008.
ROSE, H. E. Linear Algebra: A Pure Mathematical Approach. Basel: Birkhäuser, 2002.
SHILOV, G. E. Linear Algebra. New York: Dover Publications, 1977."
MCTB003-17	Álgebra Linear Avançada II	4-0-4	Álgebra Linear Avançada I	Formas Bilineares e Sesquilineares: Formas Ortogonais, Hermitianas e Simpléticas; Teorema de Classificação das Formas Ortogonais, Hermitianas e Simpléticas. Espaços com produto interno e Hermitiano. Grupos Clássicos. Álgebra Multilinear: Aplicações Multilineares, Produto Tensorial, Isomorfismos Canônicos, Tensores Simétricos e Antissimétricos. Álgebra Exterior.	"HOFFMAN, K.; KUNZE, R. A. Linear Algebra. 2nd ed. Upper Saddle River: Prentice Hall, 1971.
KOSTRIKIN, A. I.; MANIN, Y. I. Linear algebra and geometry. New York: Gordon and Breach, 1989.
NORTHCOTT, D. G. Multilinear Algebra. Cambridge: Cambridge University Press, 1984."	"BROWN, W. C. A Second Course in Linear Algebra.New York: Wiley-Interscience, 1988.
GOLAN, J. S. The Linear Algebra a Beginning Graduate Student Ought to Know. 3rd ed. Dordrecht: Springer-Verlag, 2012.
GREUB, W. H. Linear Algebra. New York: Springer-Verlag, 1975.
GREUB, W. H. Multilinear álgebra. New York: Springer-Verlag, 1978.
KNAPP A. W. Basic algebra. Boston: Birkhäuser, 2006.
ROMAN, S. Advanced Linear Algebra. 3rd ed. New York: Springer-Verlag, 2008.
ROSE, H. E. Linear Algebra: A Pure Mathematical Approach. Basel: Birkhäuser, 2002."
MCTD022-18	Álgebra na Educação Básica	0-2-4	Teoria Aritmética dos Números; Geometria Plana Axiomática; Fundamentos de Álgebra	Introdução à teoria de grupos. Grupos de permutação e suas relações com a Geometria. Aplicações de grupos na Educação Básica. Aplicações de Anéis na Educação Básica. Aplicações de Anéis de Polinômios na Educação Básica. Discutir em cada momento, a importância de aprender esses conteúdos para a formação do professor de matemática. Relacionar esses conteúdos com os conteúdos da escola básica. Em especial, discutir, o conjunto dos números racionais, o conjunto dos reais, dos Complexos, Polinômios (Equações e funções). Fazer conexões entre a álgebra, aritmética e geometria.	"GARCIA, A.; LEQUAIN, Y. Elementos de Álgebra. Rio de Janeiro: IMPA, Projeto Euclides, 4ª edição, 2006. 
KLEIN, F. Matemática Elementar de um Ponto de Vista Superior. Vol. 1, Parte 1,. Artimética. Lisboa: SPM, 2010. 
RIPOLL, C; RANGEL, L; GIRALDO, V. Livro do Professor de Matemática. Vol 2, Números Inteiros. Rio de Janeiro: SBM, 2016."	"FRALEIGH, J. B. A First Course in Abstract Algebra. Boston, USA: Addison-Wesley, 7a edição, 2003. 
HERSTEIN, I. N. Topics in algebra. New York, USA: Wiley, 2ª edição, 1975. 
GONÇALVES, A. Introdução à Álgebra. Rio de Janeiro: Instituto de Matemática Pura e Aplicada, 5ª edição, 2006 
KLEIN, F. Matemática Elementar de um Ponto de Vista Superior. Vol. 1, Parte 2, Álgebra. Lisboa: SPM, 2009. 
RIBEIRO, A. J.; CURY, H. N. Álgebra para a formação do professor: explorando os conceitos de equação e de função. Coleção Tendências em Educação Matemática. Belo Horizonte: Autêntica Editora, 2015."
MCTA001-17	Algoritmos e Estruturas de Dados I	2-2-4	Programação Estruturada	Breve introdução à linguagem C. Noções básicas de análise de complexidade de tempo de algoritmos. Estruturas lineares: busca e ordenação. Árvores de busca. Árvores balanceadas.	"CORMEN, T. H.; LEISERSON, C. E.; RIVEST, R. L.; STEIN, C. Algoritmos: teoria e prática. 2ª edição. Rio de Janeiro, RJ: Campus, 2002.
KNUTH, D. E. The art of computer programming. Upper Saddle River, USA: Addison-Wesley, 2005.
SEDGEWICK, R. Algorithms in C: parts 1-4 (fundamental algorithms, data structures, sorting, searching). Reading, USA: Addison-Wesley, 1998."	"RODRIGUES, P.; PEREIRA, P.; SOUSA, M. Programação em C++: conceitos básicos e algoritmos. Lisboa, PRT: FCA Editora de Informática, 2000.
TENENBAUM, A. M.; LANGSAM Y.; AUGENSTEIN M. J. Estruturas de dados usando C. São Paulo, SP: Pearson Makron Books, 1995.
DROZDEK, A. Estrutura de dados e algoritmos em C++. São Paulo, SP: Thomson Learning, 2002.
SZWARCFITER, J. L.; MARKENZON, L. Estruturas de dados e seus algoritmos. 3ª edição. Rio de Janeiro, RJ: LTC, 2010.
ZIVIANI, N. Projeto de algoritmos com implementação em Java e C++. São Paulo, SP: Thomson Learning, 2007."
MCTA002-17	Algoritmos e Estruturas de Dados II	2-2-4	Algoritmos e Estruturas de Dados I	Hashing. Introdução a arquivos. Arquivos sequenciais. Arquivos indexados. Arquivos de acesso direto. Prática de programação dos arquivos e das funções primitivas na resolução de problemas. Compressão de arquivos.	"FOLK, M.; ZOELLICK, B.; RICCARDI, G. File structures: an object-oriented approach using C++. 3ª edição. Reading, USA: Addison-Wesley, 1998.
CORMEN, T. H.; LEISERSON, C. E.; RIVEST, R. L.; STEIN, C. Algoritmos: teoria e prática. 2ª edição. Rio de Janeiro, RJ: Campus, 2002.
SEDGEWICK, R. Algorithms in C: parts 1-4 (fundamental algorithms, data structures, sorting, searching). Reading, USA: Addison-Wesley, 1998."	"ZIVIANI, N. Projeto de algoritmos com implementação em Java e C++. São Paulo, SP: Editora Thomson, 2007.
SZWARCFITER, J. L.; MARKENZON, L. Estruturas de dados e seus algoritmos. 3ª edição. Rio de Janeiro, RJ: LTC, 1994.
RODRIGUES, P.; PEREIRA, P.; SOUSA, M. Programação em C++: conceitos básicos e algoritmos. Lisboa, PRT: FCA Editora de Informática, 2000.
TENENBAUM, A. M.; LANGSAM Y.; AUGENSTEIN M. J. Estruturas de dados usando C. São Paulo, SP: Pearson Makron Books, 1995.
DROZDEK, A. Estruturas de dados e algoritmos em C++. São Paulo, SP: Thomson Learning, 2002."
MCZA035-17	Algoritmos Probabilísticos	4-0-4	Algoritmos e Estruturas de Dados II; Introdução à Probabilidade e à Estatística	Revisão de probabilidade discreta. Exemplos de algoritmos aleatorizados: Algoritmo para Identidade polinomial; Sigilo perfeito; MAX 3-SAT. Leis de desvios e aplicações em algoritmos e estruturas de dados: hashing universal; treaps. Modelos de computação e classes probabilísticas de complexidade. Aplicações de Cadeias de Markov. Passeios aleatórios em grafos. Algoritmos distribuídos probabilísticos.	"MITZENMACHER, M; UPFAL, E. Probability and computing: randomizedalgorithms and probabilistic analysis. New York, USA: Cambridge University Press, 2005.
MOTWANI, R.; RAGHAVAN, P. Randomized algorithms. Cambridge, USA: Cambridge University Press, 1995.
DUBHASHI, D.; PANCONESI, A. Concentration of measure for the analysis of randomized algorithms. New York, USA: Cambridge University Press, 2009."	"HROMKOVIC, J. Design and analysis of randomized algorithms. introduction to design paradigms. Springer eBooks; 2005.
JERRUM, M. Counting, sampling and integrating: algorithms and complexity. Lectures in Mathematics, ETH Zürich, Birkhäuser, 2003.
HABIB, M. et al. Probabilistic methods for algorithmic discrete mathematics.Berlin, DEU: Springer, 1998.
CORMEN, T. H.; LEISERSON, C. E.; RIVEST, R. L.; STEIN, C. Algoritmos: teoria e prática. 2ª edição. Rio de Janeiro, RJ: Campus, 2002.
ARORA, S.; BARAK, B. Computational complexity: a modern approach. New York, USA: Cambridge University Press, 2009."
MCZB001-13	Análise Complexa	4-0-4	Funções de Variável Complexa	Integração no Plano Complexo: homotopia e integração. Funções harmônicas no plano. Os espaços de funções holomorfas e meromorfas. Produtos infinitos e o teorema de Weierstrass. As funções Gama e Zeta, aproximação de funções analíticas por funções racionais. A esfera de Riemann. Equivalências conformes. Automorfismos dos números complexos e do disco unitário. Teorema da Uniformização de Riemann, aplicações conformes.	"AHLFORS, L. Complex Analysis. New York: McGraw-Hill, 1966.
CONWAY, J. B. Functions of One Complex Variable I. 2nd. ed. New York: Springer-Verlag, 1978.
NETO, A. L. Funções de uma Variável Complexa. Rio de Janeiro: IMPA, 1996."	"BAK, J.; NEWMAN, D. J. Complex Analysis. 3rd ed. New York: Springer-Verlag, 2010.
BERENSTEIN, C. A.; GAY, R. Complex variables: an introduction. New York: Springer-Verlag, 1991.
GREENE, R.; KRANTZ, S. Function Theory of One Complex Variable. New York: Wiley- Interscience, 1997.
LANG, S. Complex Analysis. New York: Springer-Verlag, 1999.
MARSDEN, J. E.; HO, M. J. Basic Complex Analysis. San Francisco: W. H. Freeman, 1999.
RUDIN, W. Real and Complex Analysis. 3rd ed. New York: McGraw-Hill, 1986.
STEIN, E.; SHAKARCHI R. Complex analysis. Princeton: Princeton University Press, 2003."
ESHR001-13	Análise da Conjuntura Internacional Contemporânea	4-0-4	Política Externa Brasileira Contemporânea	Proporcionar uma visão analítica da formulação e da tomada de decisão em política externa de forma a conhecer e interpretar as relações internacionais contemporâneas e seus desdobramentos. Analisar cenários de relações internacionais de uma perspectiva integrada. Identificação dos processos decisórios em relações internacionais a partir de estudos de caso da conjuntura internacional. Identificação dos atores nacionais e internacionais. Interpretação a partir das principais escolas e teorias de análise. Agências governamentais, papel dos atores não governamentais, mecanismos dos lobbies e dos poderes legislativos. Avaliação analítica da escala de objetivos – permanentes, padrões e preferências políticas. Desafios da inserção internacional do Brasil.	"FONSECA Jr., Gelson. O Interesse e a regra: ensaios sobre o multilateralismo. São Paulo: Paz e Terra, 2008. ISBN: 978-85-7753-072-4
HUDSON, Valerie. Foreign Policy Analysis: classic and contemporary theory. Rousman & Littlefield Publisher, 2006. ISBN: 978-0742516885.
NATIONAL INTELLIGENCE COUNCIL. Global Trends 2025: a transformed world. Washington: US Government Printing Office, 2008. ISBN: 978-0-16-081834-9"	"ADLER, Alexandre; BABEIRO, Heródoto (Org). Relatório da CIA: como será o mundo em 2020? Rio de Janeiro: Ediouro Publicações, 2006. ISBN: 85-00017-05-8
FRANÇA, Cassio L.; BADIN, Michelle R. S. A inserção internacional do poder executivo federal brasileiro. São Paulo: FES, 2010. ISBN: 978-85-99138-13-7
HUNGTINGTON, Samual P. O Choque de Civilizações e a Recomposição da Ordem Mundial. Rio de Janeiro: Objetiva, 2010. ISBN: 978-85-390-0074-6
MINISTÉRIO DE RELAÇÕES EXTERIORES. Balanço da Política Externa 2003-2010. Brasília, 2011.
SILVA, Luiz Inácio Lula da Silva. Discurso durante cerimônia em comemoração ao Dia do Diplomata, Palácio Itamaraty, 20 de abril de 2010.
VEIT, Winfried. Los Escenarios de Ginebra sobre Gobernanza Económica Global 2020. Buenos Aires: Nueva Sociedad, 2009."
ESZT001-17	Análise da Produção do Espaço e Políticas Públicas Urbanas	4-0-4	Não há	Processo de produção do espaço como produto e condição da reprodução social. Instrumentos diagnósticos e referenciais para elaboração e implantação de políticas públicas. O espaço como produto e condição da reprodução social. O espaço urbano contemporâneo: segregação, fragmentação e hierarquização. As especificidades do espaço urbano em países periféricos: a segregação como parte do processo de produção do urbano. Políticas públicas urbanas: seus impasses e limites na superação de um espaço urbano periférico.	"CARLOS, A. F. A. A.; Reprodução do espaço urbano. São Paulo: Edusp, 1994.
HARVEY, D. A produção capitalista do espaço. São Paulo: Annablume, 2005.
LEFEBVRE, H. A revolução urbana. Belo Horizonte: Editora UFMG, 2004."	"DAVIS, M. Planeta Favela. São Paulo: Boitempo Editorial, 2006.
FIX, M. Parceiros da Exclusão. São Paulo: Ed. Boitempo, 2001.
MARICATO, E. Metrópole na periferia do capitalismo: Ilegalidade, desigualdade e violência. São Paulo: Hucitec, 1996.
RIBEIRO, F. V. As contradições das políticas de urbanização de favelas. Revista de Economia Política e História Econômica. São Paulo, 2008, nº 14, p.40-68. Disponível em <https://sites.google.com/site/rephe01/textos>
RIBEIRO, L. C. Q. As metrópoles e a questão social brasileira. Rio de Janeiro: Revan/Fase, 2007."
MCTA003-17	Análise de Algoritmos	4-0-4	Matemática Discreta; Algoritmos e Estruturas de Dados I	Conceitos básicos: recorrências, medidas de complexidade: melhor caso, caso médio e pior caso. Técnicas gerais de projeto de algoritmos: divisão e conquista, método guloso e programação dinâmica. Classes de complexidade: P, NP e NP-completude.	"CORMEN, T. H.; LEISERSON, C. E.; RIVEST, R. L.; STEIN, C. Algoritmos: teoria e prática. 2ª edição. Rio de Janeiro, RJ: Campus, 2002.
SZWARCFITER, J. L.; MARKEZON, L. Estruturas de dados e seus algoritmos. Rio de Janeiro, RJ: LTC, 1994.
ZIVIANI, N. Projeto de algoritmos com implementação em Java e C++. São Paulo, SP: Editora Thomson, 2007."	"DASGUPTA, S.; PAPADIMITRIOU, C.; VAZIRANI, U. Algorithms. Boston: McGraw-Hill, 2008.
TOSCANI, L. V.; VELOSO, P. A. S. Complexidade de algoritmos: análise, projeto e métodos. Porto Alegre, RS: Sagra, 2005.
GREENE, D. H.; KNUTH, D. E. Mathematics for the analysis of algorithms. 3ª Edição. Boston, USA: Birkhäuser, 1990.
KNUTH D. E. The art of computer programming. Upper Saddle River, USA: Addison- Wesley, 2005.
AHO, A. V.; HOPCROFT, J. E.; ULLMAN, J. D. Data structures and algorithms. Reading, Mass: Addison-Wesley, 1983."
MCZA036-17	Análise de Algoritmos II	4-0-4	Análise de Algoritmos	A estratégia gulosa. Matroides e fundamentos teóricos da estratégia gulosa. Árvore geradora mínima, código de Huffman, Fórmulas de Horn. Métodos geométricos elementares e interseção geométrica. Problemas do Fecho convexo e dos pares de pontos mais próximos. Problemas de Otimização e Algoritmos aproximativos. Algoritmos aproximativos para Mochila, Cobertura, Caixeiro Viajante. Paradigma quântico, qubits, superposição e medida. Algoritmo de fatoração de Shor e Algoritmo de busca de Grover.	"DASGUPTA, S.; PAPADIMITRIOU, C.; VAZIRANI, U. Algorithms. Boston, USA: McGraw-Hill, 2008.
KITAEV,A.Y.;SHEN,A.H.;VYALYI,M.N.Classicalandquantum computing. Providence, USA: AMS, 2002.
CORMEN, T. H.; LEISERSON, C. E.; RIVEST, R. L.; STEIN, C. Algoritmos: teoria e prática. 2ª edição. Rio de Janeiro, RJ: Campus, 2002."	"MCMAHON, D. Quantum computing explained. Hoboken, NJ: Wiley-IEEE Computer Society Press, 2008.
YANOFSKY, N. S.; MANNUCCI, M. A. Quantum computing for computer scientists. Cambridge, UK: Cambridge University press, 2008.
MANBER, U. Introduction to algorithms: a creative approach. Reading, USA: Addison-Wesley, 1989.
WELSH, D. J. A. Matroid theory. 2aedição. Londres, UK: Oxford, 2011.
KNUTH, D. E. The art of computer programming. Upper Saddle River, USA: Addison-Wesley, 2005."
NHT3067-15	Análise de Fourier e Aplicações	4-0-4	Funções de Várias Variáveis; Variáveis Complexas e Aplicações	Séries de Fourier, integração, diferenciação. Representação de funções por séries de Fourier e o fenômeno de Gibbs. Aplicações de séries de Fourier em problemas de contorno: equações do calor, de Laplace, de cordas e de membranas. Transformadas de Fourier, inversão, derivação e teorema de convolução. Função Delta de Dirac. Aplicações em problemas de contorno e na mecânica quântica. Transformadas de Laplace, inversão e aplicações.	"1- Arfken & Weber - Mathematical Methods for Physicists; Spiegel - Análise de Fourier.
2- JORGE L. DE LYRA, MÉTODOS MATEMÁTICOS PARA FÍSICA E ENGENHARIA - VOLUME 2 - TRANSFORMADAS DE FOURIER
3- FIGUEIREDO,DJAIRO GUEDES DE, ANÁLISE DE FOURIER E EQUAÇÕES DIFERENCIAIS PARCIAIS"	"1- ANDREWS, G. E.; ASKEY, R.; ROY, R. Special Functions, Cambridge University Press, 1999.
2- OLIVEIRA, C. E. ; MAIORINO, J. E. Introdução aos métodos da Matemática aplicada. Campinas: Editora da Unicamp, 1997.
3- BUTKOV, E.; Física Matemática. LCT. 1998.
4- MARY L. BOAS, MATHEMATICAL METHODS IN THE PHYSICAL SCIENCES
5- David W. Kammler, A First Course in Fourier Analysis"
MCZA001-13	Análise de Projetos	2-0-2	Não há	Introdução à Análise de Sistemas. Metodologia de Desenvolvimento Orientada a Objetos. Aspectos de Arquitetura de Software.	"LARMAN, C. Utilizando UML e padrões – uma introdução à análise e ao projeto orientado a objetos. Porto Alegre, RS: Bookmann, 2001.
BOOCH, G. Object-oriented analysis and design with applications. Massachusets, USA: Addison-Wesley, 1994.
RUMBAUGH, J. Modelagem e projeto baseados em objetos. Rio de Janeiro, RJ: Campus, 1994."	"AMBLER, S. W. Agile modeling: effective practice for extreme programming and the unified process. John Wiley, 2002.
BOOCH, G.; RUMBAUGH, J.; JACOBSON, I. UML: guia do usuário. Rio de Janeiro, RJ: Campus, 2000.
COLEMAN, D. et al. Desenvolvimento orientado a objetos: o método FUSION. Rio de Janeiro, RJ: Campus, 1996.
COOCKBURN, A. Agile software development. Massachusets, USA: Addison Wesley, 2001.
FOWLER, M.; SCOTT, K. UML essencial. Porto Alegre, RS: Bookmann, 2000.
KRUCHTEN, P. The rational unified process: an introduction. 2a edição. Massachusets, USA: Addison-Wesley, 2000."
ESZG001-17	Análise de Redes de Transporte e Distribuição	2-2-5	Pesquisa Operacional	Conceituação; grafos, redes e modelos de rede; modelos de problemas de transporte e atribuição; máximo fluxo em redes; mínimo custo do fluxo em rede; otimização do transporte em redes; aplicação com uso de recurso computacional; técnicas heurísticas de busca.	"BOAVENTURA Neto, P. O.; Grafos: Teoria, Modelos, Algoritmos. São Paulo: Edgard Blücher, 2006. ISBN: 9788521203919.
MARTEL, A.; VIEIRA, B. R.; Análise e Projetos de Redes Logísticas. São Paulo: Saraiva, 2008. ISBN: 9788502067875.
TAHA, H. A.; Pesquisa Operacional. São Paulo: Prentice Hall, 2008. ISBN: 9788576051503."	"CORREA, H. L. Gestão de redes de suprimentos. São Paulo: Atlas, 2010.
ROUSSEAU, J. A.; Manual de distribuição. Lisboa: Principia Editora, 2008.
CIPOLI, J. A. Engenharia de distribuição. Rio de Janeiro: Qualitymark, 1.993.
DORNIER, P. P. et al. Logística e operações globais: texto e casos. São Paulo: Atlas, 2009.
CHISTOPHER, M.; SILVA, M. C. Logística e gerenciamento da cadeia de suprimentos: criando redes que agregam valor. São Paulo: Cengage Learning, 2010."
MCZB002-13	Análise de Regressão	3-1-4	Álgebra Linear; Introdução à Inferência Estatística	Regressão linear simples. Regressão linear múltipla. Métodos de diagnóstico. Métodos de seleção de variáveis. Modelos lineares generalizados.	"DRAPER, N. R.; SMITH, H. Applied regression analysis. 3nd.ed. New York: John Wiley & Sons, 1998.
LINDSEY, J. K. Applying generalized linear models. New York: Springer-Verlag, 1997.
NETER, J.; KKUTNER, M. H.; NACHTSHEIM, C. J.; WASSERMAN, W. Applied linear statistical models. 4th. ed. Chicago: Times Mirror Higher Education Group, 1996."	"ARNOLD, S. F. The Theory of Linear Models and Multivariate Analysis. New York: Wiley, 1981.
KUTNER, M.; NACHTSHEIM, C.; NETER, J.; LI, W. Applied Linear Statistical Model. 5th ed. New York: Mc Graw-Hill/Irwin, 2004.
RATKOVSKY, D. A. Non-linear regression modelling. New York: Marcel Dekker, 1983.
SEARLE, S. R. Linear Models. New York: John Wiley & Sons, 1997.
SEBER, G.; LEE A. Linear Regression Analysis. 2nd ed. New York: Wiley-Interscience, 2003."
ESZC001-17	Análise de Séries Temporais - Tópicos Especiais	4-0-3	Econometria III	Modelos  multivariados estacionários: modelos vetoriais auto-regressivos (VAR), função impulso-resposta e causalidade de Granger. Cointegração: modelo vetorial de correção de erros (VECM) e teste de cointegração de Johansen. Introdução às séries temporais no domínio da frequência. A análise espectral clássica: conceitos e definições da análise de Fourier. Função de densidade espectral. Representações espectrais. Estimadores espectrais e estimadores espectrais suavizados. Testes para periodicidades. Introdução à análise de processos estocásticos integrados fracionariamente: conceitos e definições. Modelo auto-regressivo fracionariamente integrado e de médias móveis (ARFIMA). Estimadores do parâmetro de integração fracionária nos domínios do tempo e da frequência. Análise de cointegração fracionária em séries temporais: conceitos, definições e testes.	"Hamilton, J. Time-series Analysis. Princeton University Press. 1994.
Lütkpohl, H. New Introduction to Multiple Time Series Analysis. Springer. 2006.
BERAN, J. Statistics for Long-Memory Processes. Chapman & Hall. 1994."	"MORETTIN, P. A. Ondas e Ondaletas: Da Análise de Fourier à Análise de Ondaletas. Edusp. 1999.
PRIESTLEY, M. B. Spectral Analysis and Time Series. Academic Press. 1994.
ROBINSON, P. M. Time Series with Long-Memory. Advanced Texts in Econometrics. Oxford University Press. 2003.
SHUMWAY, R. H.; STOFFER, D. S. Time Series Analysis and Its Applications.Springer Texts in Statistics. 2000.
ZIVOT, E.; WANG, J. Modeling Financial Time Series With S-Plus. Springer Science + Business Media, Inc. 2006."
ESTA005-17	Análise de Sistemas Dinâmicos Lineares	3-0-4	Modelagem e Controle	Apresentação de sistemas dinâmicos lineares multivariáveis; descrição por equações de estado; extração dos autovalores e autovetores; matriz de transição de estados; estudo de estabilidade local e global; critérios de estabilidade de Lyapunov; linearização de sistemas dinâmicos não-lineares observabilidade; controlabilidade.	"MONTEIRO, L. H. A.; ""Sistemas Dinâmicos"", Editora Livraria da Física, 2a edição, 2006.
OGATA, K.; ""Engenharia de controle moderno"", Prentice Hall, 4a edição, 2003.
KUO, B.C.; GOLNARAGHI, F.; ""Automatic Control Systems"", Wiley, 8th edition., 2002."	"DORF, R. C.; BISHOP, R. H.; ""Modern Control Systems"", Prentice Hall, 10th edition., 2001.
FRANKLIN, J. D.; NAEINI, A. E.; ""Feedback Control of Dynamic Systems"", Prentice Hall, 5th edition., 2005.
CLOSE, C. M.; FREDERICK,D. K.; Modeling and Analysis of Dynamic Systems 2001 ISBN-10: 0471394424
LUENBERGER, D. G.; Introduction to Dynamic Systems: Theory, Models, and Applications 1979 ISBN-10: 0471025941
FRIEDLAND, B.; Control System Design: An Introduction to State-Space Methods (Dover Books on Electrical Engineering) 2005 ISBN-10: 0486442780"
ESTU024-17	Análise de Sistemas e Modelagem Ambiental	1-2-4	Recomendada para o final do curso	Introdução à Teoria Geral de Sistemas. Tipos de modelos. Métodos de validação e avaliação de modelos. Modelagem de sistemas ambientais: Conceituação, desenvolvimento e aplicação. Programação Linear. Interfaces de utilização e aplicações práticas de modelos ambientais. Modelos de simulação, previsão ou projeção, aplicados a casos de cunho ambiental. Estudos de problemas ambientais a partir da modelagem de sistemas.	"BARNSLEY, M. J. Environmental modeling: a practical introduction. New York: CRC Press, 2007. 406 p.
CHRISTOFOLETTI, A. Modelagem de Sistemas Ambientais. São Paulo, SP : Edgard Blücher, 1999. 236 p.
SPERLING, M.; Estudos e modelagem da qualidade da água de rios. 1ª Edição. Ed. UFMG, 2007. 588p."	"FRAGOSO, J. Modelagem ecológica em ecossistemas aquáticos. São Paulo, SP : Oficina de Textos, 2009. 304 p.
GINEVAN, M. E. Statistical tools for environmental quality measurement. Raton, USA : 2004. 236 p.
HILLIER, F. S.; LIEBERMAN, G. J.; Introdução à Pesquisa Operacional. São Paulo: McGrawHill, 2006. ISBN: 8586804681
RAGSDALE, C. T. Modelagem e análise de decisão. Edição revisada. São Paulo, SP : Cliff T. Ragsdale, 2009. 590 p.
SMITH, J. Introduction to environmental modelling. Oxford, GBR : Oxford University Press, 2007. 180 p."
ESZU027-17	Análise e Concepção Estrutural para a Engenharia	2-2-4	Recomendada para o final do curso	Análise de concepção estrutural para engenharia; Sistemas estruturais habitacionais; sistemas de fundações; avaliação da segurança das habitações em áreas de risco; interação solo-estrutura; técnicas de vistoria de edificações em áreas de risco; critérios para interdição e liberação de edificações afetadas por riscos estruturais; estratégias de intervenção e de monitoramento; estratégias preventivas; diagnóstico de estruturas afetadas por problemas ambientais em áreas de risco; estratégias e soluções para construção de edificações em áreas de interesse ambiental. Estudo de caso.	"SALVADORI, Mario. Por que os edifícios ficam de pé. 2ed. São Paulo. WMF Martins Fontes. 2011.
EVANS, Peter; MCLEAN, Will; SILVER, Pete. Sistemas Estruturais. São Paulo. Edgard Blücher. 2014.
SOUZA Vicente C. M.; RIPPER Thomaz. Patologia, Recuperação e Reforço de Estruturas de Concreto. São Paulo. PINI. 2001."	"SCHNAID, Fernando; MILITITSKY, Jarbas; CONSOLI, Nilo Cesar. Patologia das Fundações. São Paulo. Oficina de Textos. 2008.
MARCELLI, Mauricio. Sinistros na Construção Civil. São Paulo. PINI. 2007.
MENDES, Patrícia Brant Mourão Teixeira. Gerenciamento do risco em habitações precárias. São Paulo. Annablume. 2011.
REBELLO, Y. C. P. A concepção estrutural e a arquitetura. 7ed. São Paulo. Zigurate. 2011.
THOMAZ, Ercio. Trincas em edifícios: causas, prevenção e recuperação. São Paulo, PINI, 2002."
ESTB029-17	Análise e Controle de Sistemas Mecânicos	2-2-5	Modelagem de Sistemas Dinâmicos I; Modelagem de Sistemas Dinâmicos II	Introdução a sistemas de controle em malha fechada em tempo contínuo e discreto. Resposta degrau e Impulso (por Laplace). Espaço de estados. Matriz de transição (propriedades, matriz de convolação, função de transferência). Controbabilidade e observabilidade (definição e matrizes). Projeto de controladores por método de alocação de polos e controle linear quadrático. Projeto por função de transferência (On/OFF e PID). Observadores de estado. Introdução ao controle discreto.	"OGATA, K. Engenharia de controle moderno. 4a ed. Prentice Hall, 2003. 788p.
KHOO, M.C.K.. Physiological Control Systems. Wiley-IEEE press, 1999. 319p.
SPONG, M.W.; HUTCHINSON, S.; VIDYASAGAR, M. Robot Modeling and Control. Wiley, 2005. 496p."	"PONS, J.L. Wearable Robots: Biomechatronic Exoskeletons. Wiley, 2008. 358p. NISE, N.S. Control Systems Engineering. 4th ed. Wiley, 2003. 983p.
GARCIA, C., Modelagem e Simulação de processos industriais e de sistemas eletromecânicos, EDUSP, 2a ed, 2005
ENDERLE, J., BRONZINO, J., Introduction To Biomedical Engineering, Elsevier Academic Press, 2005.
KHOO, M.C.K., Physiological Control Systems: Analisys, Simulation and Estimation, IEEE Press Series on Biomedical Engineering, 1999."
